,Record #,Vessel Terms,Feature Type,Lat,Lng,GP Quality
1112,12090,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.844661,-74.715903,High
1113,12091,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.849381,-74.70688100000001,High
1114,12092,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.850969,-74.701989,High
1115,12096,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.880758,-74.677328,High
1116,12100,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.885219,-74.678347,High
1117,12101,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.851744000000004,-74.702803,High
1118,12109,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.853305999999996,-74.704594,High
1119,11650,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.113021999999994,-74.547475,High
1120,11651,FALL RIVER,"Wreck - Submerged, dangerous to surface navigation",39.326506,-74.219864,Med
1121,11653,UNKNOWN,Wreck - Visible,39.275,-74.55,Low
1122,15108,SHINNECOCK,"Wreck - Submerged, dangerous to surface navigation",40.833306,-72.483306,Poor
1123,11655,FREDERICK M.,"Wreck - Submerged, dangerous to surface navigation",39.250116999999996,-74.299589,Poor
1124,10622,UNKNOWN,Wreck - Visible,40.689992,-74.117975,High
1125,10623,UNKNOWN,Wreck - Visible,40.688158,-74.11383599999999,High
1126,10625,UNKNOWN,,40.689686,-74.116114,Med
1127,10642,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.882711,-74.790358,High
1128,10643,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.885781,-74.788331,High
1129,10660,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.68,-74.02166700000001,Low
1130,10664,UNKNOWN,Wreck - Visible,40.475111,-74.172361,Poor
1131,10673,UNKNOWN,Wreck - Visible,40.703333,-73.977083,Med
1132,11066,DOROTHY B BARRETT,"Wreck - Submerged, nondangerous",38.900114,-74.56626700000001,Poor
1133,11416,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.11515,-74.6944,High
1134,11131,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.939264,-74.840972,High
1135,11177,CAR FLOAT,"Wreck - Submerged, dangerous to surface navigation",39.116544,-74.501717,High
1136,11180,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.911289000000004,-74.523108,High
1137,11181,L.B.SHAW,"Wreck - Submerged, dangerous to surface navigation",38.915116999999995,-74.382925,Poor
1138,11182,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.927761,-74.759286,High
1139,10448,HALCYON,Wreck - Visible,40.583436,-73.399567,Low
1140,15110,SHINNECOCK,"Wreck - Submerged, dangerous to surface navigation",40.833639,-72.46625,Poor
1141,10818,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.603931,-73.43033100000001,High
1142,11184,BARGE,"Wreck - Submerged, dangerous to surface navigation",38.940956,-74.835447,High
1143,11185,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.903321999999996,-74.814603,High
1144,11189,EUGENE F. MORAN,"Wreck - Submerged, dangerous to surface navigation",39.349156,-74.349397,High
1145,11191,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.368506,-74.386481,Low
1146,11193,TROY,"Wreck - Submerged, dangerous to surface navigation",39.366783,-74.401814,Low
1147,11194,MORNING STAR,"Wreck - Submerged, dangerous to surface navigation",39.317617,-74.299589,Poor
1148,11195,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.516783000000004,-74.266253,Low
1149,11196,VINNIE V.,"Wreck - Submerged, dangerous to surface navigation",39.500116999999996,-74.279586,Poor
1150,11197,WALSHES,"Wreck - Submerged, dangerous to surface navigation",39.470606,-74.266442,High
1151,11199,SADIE AND EDGAR,"Wreck - Submerged, dangerous to surface navigation",39.452339,-74.3157,Low
1152,11200,BARGE,"Wreck - Submerged, dangerous to surface navigation",39.516785999999996,-74.182917,Low
1153,11201,SARAH C. CONWAY,"Wreck - Submerged, dangerous to surface navigation",39.493453,-74.14958100000001,Low
1154,11202,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.426783,-74.332922,Low
1155,11205,ROBERT BUCKLEY,"Wreck - Submerged, dangerous to surface navigation",39.361714,-74.320167,High
1156,11207,SUSAN SNOW,"Wreck - Submerged, dangerous to surface navigation",39.316356,-74.367272,Poor
1157,11209,DON,"Wreck - Submerged, dangerous to surface navigation",39.336506,-74.43848299999999,Poor
1158,11211,HORNET,"Wreck - Submerged, dangerous to surface navigation",39.428339,-74.2393,High
1159,15112,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.743408,-72.743575,Low
1160,10488,M.S. ROW,"Wreck - Submerged, dangerous to surface navigation",38.931028000000005,-74.856861,High
1161,11249,EVELYN K III,"Wreck - Submerged, dangerous to surface navigation",39.054167,-74.686686,High
1162,11251,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.50545,-74.291919,Med
1163,10584,UNKNOWN,Wreck - Visible,40.643992,-74.164811,High
1164,1140,DEBRAAK,"Wreck - Submerged, dangerous to surface navigation",38.788444,-75.072956,Poor
1165,1143,CAPE MAY,"Wreck - Submerged, dangerous to surface navigation",38.802889,-75.089903,Poor
1166,1153,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.817364000000005,-74.520581,Low
1167,1154,HAMPSHIRE,"Wreck - Submerged, dangerous to surface navigation",38.819835999999995,-74.520986,Low
1168,1156,UNKNOWN,Not Charted,38.823492,-74.917192,Low
1169,1162,ANNA A. LENNEN,"Wreck - Submerged, dangerous to surface navigation",38.841028,-74.926833,High
1170,1164,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.860110999999996,-74.617936,Low
1171,1166,CITY OF ATHENS,"Wreck - Submerged, dangerous to surface navigation",38.866781,-74.38709200000001,Low
1172,1169,ADOLPHUS,"Wreck - Submerged, dangerous to surface navigation",38.866778000000004,-75.13018100000001,Poor
1173,1173,UNKNOWN,Not Charted,38.87165,-74.683139,Low
1174,1174,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.871778000000006,-74.789608,Low
1175,1175,UNKNOWN,Not Charted,38.873911,-74.79156400000001,Low
1176,15115,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.616278,-73.31433299999999,Poor
1177,1176,UNKNOWN,Not Charted,38.874253,-74.792022,Low
1178,1177,UNKNOWN,Not Charted,38.875114,-74.416258,Low
1179,1178,BARGE 110,Not Charted,38.875111,-74.774608,Poor
1180,1180,UNKNOWN,Not Charted,38.876521999999994,-74.784675,Low
1181,576,ANDERSON,Not Charted,39.244558000000005,-74.613489,Poor
1182,1181,FISH HAVEN,"Wreck - Submerged, dangerous to surface navigation",38.882611,-74.869614,Low
1183,1183,F.H. BECKWITH,"Wreck - Submerged, dangerous to surface navigation",38.884833,-74.852944,Low
1184,15113,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.635528,-73.30805600000001,Poor
1185,1201,UNKNOWN,Not Charted,38.929336,-74.559089,Low
1186,1202,CORDOVA,Not Charted,38.929833,-74.91628299999999,Poor
1187,1203,UNKNOWN,Not Charted,38.930619,-74.67224399999999,Low
1188,1205,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.932611,-74.829806,High
1189,1206,UNKNOWN,Not Charted,38.935497,-74.760186,Low
1190,1207,UNKNOWN,Not Charted,38.937831,-74.75950300000001,Low
1191,1208,WILLIAM B. DIGGS #2,"Wreck - Submerged, dangerous to surface navigation",38.941772,-74.697867,High
1192,1236,AZUA,Not Charted,39.000116999999996,-74.166247,Low
1193,1239,VARANGER,,39.006506,-74.08207800000001,Med
1194,1241,YP 387,"Wreck - Submerged, dangerous to surface navigation",39.020178,-74.654347,High
1195,1242,UNKNOWN,Not Charted,39.022261,-74.654639,Low
1196,1243,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.027178,-74.678669,High
1197,1245,UNKNOWN,Not Charted,39.039792,-74.440472,Low
1198,1262,WAYNE,"Wreck - Submerged, dangerous to surface navigation",39.083647,-74.629403,High
1199,1263,UNKNOWN,Not Charted,39.103517,-74.594228,Low
1200,1265,SALEM,"Wreck - Submerged, dangerous to surface navigation",39.113011,-74.547478,High
1201,1267,CHINA WRECK,Not Charted,39.116781,-74.68015799999999,Poor
1202,1268,UNKNOWN,Not Charted,39.117697,-74.502219,Low
1203,1269,UNKNOWN,Not Charted,39.117925,-74.501622,Low
1204,1270,UNKNOWN,Not Charted,39.118781,-74.61842800000001,Low
1205,1271,UNKNOWN,Not Charted,39.11995,-74.613928,Low
1206,1272,COMMONWEALTH,Not Charted,39.123447,-74.69543900000001,Poor
1207,1273,UNKNOWN,Not Charted,39.139669,-74.590781,Low
1208,1275,BELL WRECK,"Wreck - Submerged, dangerous to surface navigation",39.145239000000004,-74.554114,High
1209,1277,UNKNOWN,Not Charted,39.146741999999996,-74.423633,Low
1210,620,CHARLEMAGNE TOWER,Not Charted,39.855117,-74.071244,Poor
1211,1213,ALEX GIBSON,"Wreck - Submerged, nondangerous",38.943444,-74.64626899999999,Low
1212,1214,UNKNOWN,Not Charted,38.943616999999996,-74.72627800000001,Low
1213,1216,WILLIAM B. DIGGS #1,"Wreck - Submerged, dangerous to surface navigation",38.943711,-74.695164,High
1214,1219,KATHALEEN RIGGIN,"Wreck - Submerged, dangerous to surface navigation",38.943611,-74.77619399999999,High
1215,1225,BETHANY,Not Charted,38.955110999999995,-74.849611,Poor
1216,1226,B.F. REEVES,Not Charted,38.955110999999995,-74.849611,Poor
1217,1227,CARTHAGINA,Not Charted,38.955110999999995,-74.849611,Poor
1218,1228,UNKNOWN,Not Charted,38.960231,-74.69390600000001,Low
1219,1229,UNKNOWN,Not Charted,38.964760999999996,-74.670264,Low
1220,1230,UNKNOWN,Not Charted,38.965458,-74.66152199999999,Low
1221,1231,TEXEL,Not Charted,38.966789,-73.216211,Low
1222,1233,MARYLAND,Not Charted,39.000169,-66.999317,Low
1223,1234,MARGOT,Not Charted,39.000164,-67.999353,Low
1224,1235,MARY MANNING,Not Charted,39.000164,-67.999353,Low
1225,1248,CADET,"Wreck - Submerged, dangerous to surface navigation",39.042811,-74.666433,High
1226,1251,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.058310999999996,-74.65669399999999,High
1227,1257,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.073789,-74.634339,High
1228,1261,CAYRU,,39.083453000000006,-73.7829,Low
1229,1282,UNKNOWN,Not Charted,39.160636,-74.480972,High
1230,1283,ISABEL B. WILEY,Not Charted,39.166786,-73.116208,Low
1231,1284,EDWARD H. COLE,Not Charted,39.171786,-73.341217,Low
1232,1286,PENISTONE,Not Charted,39.183461,-71.566153,Low
1233,1290,ALLIES OF GLASGOW,Not Charted,39.202892,-74.641269,Poor
1234,1291,CARDIFF,Not Charted,39.202892,-74.641269,Poor
1235,1292,COL JAMES PAGE,Not Charted,39.202892,-74.641269,Poor
1236,1296,C.F. PRICHARD,Not Charted,39.22845,-74.23375,Low
1237,1299,ANGELINA BREWER,Not Charted,39.244558000000005,-74.613489,Poor
1238,1300,BUENA VISTA,Not Charted,39.244558000000005,-74.613489,Poor
1239,1301,DASAAWAY,Not Charted,39.244558000000005,-74.613489,Poor
1240,691,MAURICE TRACY,"Wreck - Submerged, dangerous to surface navigation",39.887894,-73.977908,Poor
1241,701,H.W. LONG,"Wreck - Submerged, dangerous to surface navigation",40.4229,-73.88046,High
1242,1022,UNKNOWN,Not Charted,38.085733000000005,-74.629056,Low
1243,1041,DRIFTWOOD,Not Charted,38.28345,-74.4996,Poor
1244,763,BETH DRYDOCK NO. 5,"Wreck - Submerged, dangerous to surface navigation",38.506614,-74.524433,Low
1245,764,BETH DRYDOCK NO. 5,"Wreck - Submerged, dangerous to surface navigation",38.515281,-74.525933,Low
1246,765,BETH DRYDOCK NO. 5,"Wreck - Submerged, dangerous to surface navigation",38.517614,-74.526267,Low
1247,115,UNKNOWN,Not Charted,40.455106,-74.032083,Low
1248,770,HENRY FINCH,"Wreck - Submerged, dangerous to surface navigation",39.703453,-74.129581,Poor
1249,771,J.W. WENDT,Not Charted,39.813453,-74.082911,Poor
1250,772,UNDAUNTED,Not Charted,39.820119,-74.077911,Poor
1251,6310,VAL-DEE-JO,"Wreck - Submerged, nondangerous",40.349133,-73.83241899999999,High
1252,15202,OBSTRUCTION,"Wreck - Submerged, nondangerous",40.335361,-73.814194,High
1253,1420,BLUEFISH,"Wreck - Submerged, dangerous to surface navigation",39.746231,-74.08846700000001,Low
1254,1421,CORNELIUS HARGROVE,"Wreck - Submerged, dangerous to surface navigation",39.746231,-74.08846700000001,Low
1255,1422,PEERLESS,"Wreck - Submerged, dangerous to surface navigation",39.746231,-74.08846700000001,Low
1256,1423,UNKNOWN,,39.747341999999996,-73.965683,Low
1257,1424,BOILER WRECK,"Wreck - Submerged, dangerous to surface navigation",39.747341999999996,-74.104578,Low
1258,1425,LILLIAN,"Wreck - Submerged, dangerous to surface navigation",39.750116999999996,-73.65789699999999,Low
1259,1426,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.758453,-73.974017,Low
1260,1427,PERSEPHONE,"Wreck - Submerged, dangerous to surface navigation",39.770953000000006,-74.033186,Low
1261,1428,R.P. RESOR,,39.776781,-73.421225,Low
1262,1430,CANNON WRECK,Not Charted,39.784842,-73.930128,Low
1263,1431,CHARLES J. HOOPER,Not Charted,39.784842,-73.930128,Poor
1264,1432,MAGNOLIA,Not Charted,39.784842,-73.930128,Poor
1265,1433,C.J. HOOPER,,39.787341999999995,-73.926517,Low
1266,1434,RELIABLE,Not Charted,39.791783,-73.841236,Poor
1267,1435,SEA HAG,Not Charted,39.791783,-73.841236,Low
1268,1436,F.F. CLAIN,,39.804842,-73.92818299999999,Med
1269,1437,UNKNOWN,Not Charted,39.808444,-72.74953599999999,Low
1270,1438,BIDEVIND,"Wreck - Submerged, nondangerous",39.808444,-72.81620600000001,Low
1271,1660,RODA,Wreck - Visible,40.6058,-73.427811,High
1272,1663,DRUMELZIER,Not Charted,40.6201,-73.28622800000001,Low
1273,1664,UNKNOWN,Not Charted,40.6201,-73.287894,Low
1274,1665,TERESA A,Not Charted,40.633475,-67.466033,Low
1275,1669,CONSTANCE E,Not Charted,40.666769,-73.999583,Low
1276,1675,WESLEY BELLIS,Not Charted,40.7001,-73.982917,Low
1277,1445,GULF TRADE,,39.828171999999995,-73.833458,Poor
1278,1447,L.BEARD,Not Charted,39.833469,-69.799428,Low
1279,1448,SAGUN,Not Charted,39.833447,-72.171739,Low
1280,1449,UNKNOWN,Not Charted,39.833444,-72.882875,Low
1281,1452,UNKNOWN,Not Charted,39.850119,-74.02874200000001,Low
1282,1455,TOLTEN,"Wreck - Submerged, dangerous to surface navigation",39.896783,-73.802903,Low
1283,1456,SEA KING,Not Charted,39.912106,-72.023361,Low
1284,1457,HURON,Not Charted,39.916781,-73.53289699999999,Low
1285,1458,UNKNOWN,,39.93345,-73.927353,Low
1286,1459,ARIES,Not Charted,39.939006,-74.066244,Low
1287,1460,CHARLES ALBERT,Not Charted,39.939006,-74.066244,Poor
1288,1461,DE MORA GREY,Not Charted,39.939006,-74.066244,Poor
1289,1678,SS VINDICATOR,Not Charted,40.721764,-72.89788100000001,Poor
1290,1679,DIOMED,Not Charted,40.733483,-65.765975,Low
1291,1680,WILLIAM C. CARNEGIE,Not Charted,40.733431,-72.814544,Poor
1292,1683,OREGON,"Wreck - Submerged, dangerous to surface navigation",40.750131,-69.31609399999999,Low
1293,1685,GATES CITY,"Wreck - Submerged, dangerous to surface navigation",40.765097,-72.742875,Poor
1294,1462,ANASTASIA,,39.950117,-73.882906,Low
1295,1463,UNKNOWN,,39.94845,-73.919297,Low
1296,1464,UNKNOWN,Not Charted,39.953969,-71.611731,Low
1297,1465,AYRSHIRE,Not Charted,39.975117,-74.049578,Poor
1298,1466,CAPT.SMITTY,Not Charted,39.980672,-74.032911,Low
1299,1467,DEWITT CLINTON,Not Charted,39.990117,-74.057911,Poor
1300,1468,SOMMERSTAD,"Wreck - Submerged, nondangerous",40.125972,-72.876728,Med
1301,1469,MOHAWK,,40.023447,-73.904853,Low
1302,1470,LILLIAN,,40.025110999999995,-73.527342,Low
1303,1471,CLARA BROOKMAN,Not Charted,40.02845,-74.049581,Poor
1304,1472,DISPATCH,Not Charted,40.02845,-74.049581,Poor
1305,1473,BARGE NO.653,Not Charted,40.03345,-74.049581,Low
1306,1474,ANONDALE,Not Charted,40.04595,-74.044025,Poor
1307,1475,COSTA RICA,Not Charted,40.04595,-74.044025,Poor
1308,1476,CREOLE,Not Charted,40.04595,-74.044025,Poor
1309,1477,PARK CITY,,40.051228,-74.021803,Low
1310,1478,CADWALDER,,40.060947,-74.007911,Low
1311,1480,VALPARAISO,,40.07595,-73.975133,Low
1312,1481,R.W. GRIFFIN,Not Charted,40.074911,-70.67183100000001,Low
1313,1482,UNKNOWN,,40.076781,-73.975133,Low
1314,1483,SUSAN MBOAT,Not Charted,40.083447,-74.016244,Low
1315,1485,DELAWARE,,40.086225,-73.96763299999999,Poor
1316,1486,ALABAMA,Not Charted,40.089003000000005,-74.032914,Poor
1317,1487,UNKNOWN,Not Charted,40.100133,-69.916103,Low
1318,1488,FILLETT,Not Charted,40.100122,-70.99946899999999,Low
1319,1489,CADET,Not Charted,40.100114000000005,-73.977356,Poor
1320,1492,UNKNOWN,Not Charted,40.108447,-74.02958100000001,Low
1321,1493,MARION,"Wreck - Submerged, dangerous to surface navigation",40.120946999999994,-73.953744,Med
1322,1497,CATHERINE JACKSON,Not Charted,40.123447,-74.028747,Poor
1323,1498,SAMMERSTAD,Not Charted,40.133447,-73.882908,Low
1324,1500,UNKNOWN,Not Charted,40.133996999999994,-73.364561,Poor
1325,1501,SUBCHASER 209,Not Charted,40.134275,-73.199556,Low
1326,1502,CATAMOUNT,,40.135942,-73.360672,Low
1327,1503,TSERNOGORA,Not Charted,40.138447,-74.021247,Low
1328,1504,BARGE NO.10,"Wreck - Submerged, dangerous to surface navigation",40.142053000000004,-73.970561,High
1329,1723,JAMES LONGSTREET,Not Charted,40.830128,-70.047786,Low
1330,1727,SUFFOLK,,40.880111,-71.219483,Low
1331,1505,U-550,Not Charted,40.150135999999996,-69.732764,Low
1332,1506,AYRESHIRE,Not Charted,40.150114,-74.019581,Low
1333,1507,MAIDEN CREEK,Not Charted,40.166775,-72.032847,Low
1334,1509,ARUNDO,,40.173722,-73.68207199999999,Low
1335,1513,CORBELLA,Not Charted,40.187611,-73.999581,Low
1336,1514,VEGA,"Wreck - Submerged, dangerous to surface navigation",40.194108,-73.94644699999999,High
1337,1517,POCOPSON,"Wreck - Submerged, dangerous to surface navigation",40.203396999999995,-73.987617,High
1338,1518,UNKNOWN,Not Charted,40.208444,-73.767072,Low
1339,1520,UNKNOWN,Not Charted,40.211778,-73.761239,Low
1340,2478,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.354006,-74.21430600000001,High
1341,2479,ASTRA,"Wreck - Submerged, dangerous to surface navigation",39.341783,-74.189583,Low
1342,1521,CHOAPA,,40.216778000000005,-73.741794,High
1343,1522,VEGA,"Wreck - Submerged, dangerous to surface navigation",40.216778000000005,-73.949578,Low
1344,1523,UNKNOWN,Not Charted,40.223444,-73.67735,Low
1345,1524,PINTA,"Wreck - Submerged, dangerous to surface navigation",40.230444,-73.843742,High
1346,1525,MATTAWIN,Not Charted,40.233489,-66.015975,Low
1347,1526,PLINY,Not Charted,40.236778,-73.991247,Low
1348,1527,UNKNOWN,Not Charted,40.250111,-73.749572,Low
1349,1529,IONNIS P. GOULANDRIS,"Wreck - Submerged, dangerous to surface navigation",40.265111,-73.791519,Low
1350,1531,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.268972,-73.942944,High
1351,1532,ADVENTURE,Not Charted,40.272119,-69.21785,Low
1352,1533,BURNSIDE,"Wreck - Submerged, nondangerous",40.275106,-73.18955799999999,Low
1353,1535,ADONIS,Not Charted,40.2765,-73.981525,Low
1354,2411,ANGELA,Wreck - Visible,41.463344,-71.034775,Med
1355,2413,UNKNOWN,Wreck - Visible,41.5801,-71.232825,Low
1356,2417,IVANHOE,"Wreck - Submerged, nondangerous",41.133441999999995,-71.16615,Low
1357,2418,G-4,,41.125106,-71.349489,Low
1358,2419,BEATRICE R,"Wreck - Submerged, nondangerous",41.250103,-71.316156,Low
1359,1540,ATLANTIC,Not Charted,40.291778,-73.974581,Low
1360,1542,TARANTULA,Not Charted,40.300106,-73.266228,Low
